Star Name,Distance (pc),Image URL,Spectral Class,Center Pixel,L/L_o
Chaophraya,182.2655609222637,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Chaophraya&format=jpg,"('G', '9', 'V')",255,0.6792207941502474
Chara,8.47266633114908,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Chara&format=jpg,"('G', '0', 'V')",255,1.250000000000001
Chason,310.71339796172015,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Chason&format=jpg,"('G', '1', 'V')",255,1.1613427585400125
Citala,29.91772625280479,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Citala&format=jpg,"('G', '0', 'V')",246,1.250000000000001
Cocibolca,34.10792429405124,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Cocibolca&format=jpg,"('G', '7', 'V')",255,0.6773170163667406
Cor Caroli,30.55982544227708,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Cor Caroli&format=jpg,"('A', '0', 'V')",255,39.40000000000002
Cujam,76.31607063815498,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Cujam&format=jpg,"('A', '2', 'V')",255,23.600000000000037
Dalim,13.998994872168176,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Dalim&format=jpg,"('F', '6', 'V')",255,2.2729090902573703
Deneb,432.9004329004329,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Deneb&format=jpg,"('A', '2', 'I')",255,33700.00000000004
Deneb Algedi,11.866619200189866,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Deneb Algedi&format=jpg,"('A', '5', 'III')",255,52.000000000000114
Denebola,10.99989000109999,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Denebola&format=jpg,"('A', '3', 'V')",255,18.727720935072718
Diadem,17.825311942959,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Diadem&format=jpg,"('F', '5', 'V')",255,2.5600000000000005
Dingolay,139.3009876440024,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Dingolay&format=jpg,"('G', '6', 'V')",246,0.7296396063377997
Diphda,29.53337271116361,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Diphda&format=jpg,"('G', '9.5', 'III')",242,51.3861836088669
Dofida,37.67485843671943,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Dofida&format=jpg,"('G', '0', 'V')",254,1.250000000000001
Dombay,134.84539974918758,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Dombay&format=jpg,"('K', '1', 'V')",255,0.4610000000000005
Dubhe,37.67897513187641,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Dubhe&format=jpg,"('G', '9', 'III')",255,48.60557540706745
Ebla,28.821932337631644,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Ebla&format=jpg,"('K', '3', 'V')",255,0.3180000000000005
Edasich,31.02699348433137,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Edasich&format=jpg,"('K', '2', 'III')",255,67.51190476190479
Electra,124.06947890818856,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Electra&format=jpg,"('B', '6', 'III')",251,1040.6125678362878
Elkurud,239.6300112626105,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Elkurud&format=jpg,"('B', '7', 'III')",255,277.0391738897306
Elnath,41.05090311986864,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Elnath&format=jpg,"('B', '7', 'III')",255,277.0391738897306
Eltanin,47.30368968779565,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Eltanin&format=jpg,"('K', '5', 'III')",255,110.00000000000003
Enif,211.41649048625789,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Enif&format=jpg,"('K', '2', 'I')",255,34963.095238095244
Epsilon Eridani,3.219810333852474,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Epsilon Eridani&format=jpg,"('K', '2', 'V')",255,0.38326190476190514
Epsilon Tauri,44.71192109240165,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Epsilon Tauri&format=jpg,"('G', '9.5', 'III')",255,51.3861836088669
Errai,13.789927009916337,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Errai&format=jpg,"('K', '1', 'III')",255,58.00000000000003
Fafnir,90.44862518089724,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Fafnir&format=jpg,"('K', '1.5', 'III')",255,62.54101562500003
Fang,179.53321364452424,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Fang&format=jpg,"('B', '1', 'V')",255,10131.339904729502
Felis,176.0904400500097,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Felis&format=jpg,"('K', '5', 'III')",254,110.00000000000003
Felixvarela,34.51572709104904,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Felixvarela&format=jpg,"('K', '4', 'V')",253,0.2630000000000007
Flegetonte,29.35702249335064,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Flegetonte&format=jpg,"('K', '0', 'V')",250,0.5520000000000003
Fomalhaut,7.7035667514059005,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Fomalhaut&format=jpg,"('A', '4', 'V')",233,15.118020162782969
Formosa,138.22655332089295,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Formosa&format=jpg,"('G', '9', 'III')",255,48.60557540706745
Franz,224.85553032176824,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Franz&format=jpg,"('F', '5', 'V')",240,2.5600000000000005
Fumalsamakah,125.15644555694615,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Fumalsamakah&format=jpg,"('B', '6', 'V')",255,97.52120305816788
Funi,67.94678407870956,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Funi&format=jpg,"('G', '0', 'V')",255,1.250000000000001
Furud,111.11111111111111,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Furud&format=jpg,"('B', '2.5', 'V')",255,1755.5633232950568
Fuyue,40.430177084175625,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Fuyue&format=jpg,"('K', '2', 'III')",255,67.51190476190479
Gacrux,27.15177844148792,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Gacrux&format=jpg,"('M', '3.5', 'III')",236,736.3113839285721
Giausar,115.66309653242038,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Giausar&format=jpg,"('M', '0', 'III')",255,256.00432900432907
Gienah,47.10315591144607,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Gienah&format=jpg,"('B', '8', 'III')",255,793.1576471739827
Ginan,70.42303114810667,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Ginan&format=jpg,"('K', '3', 'III')",255,79.00000000000003
Gloas,230.8935580697298,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Gloas&format=jpg,"('G', '1', 'V')",252,1.1613427585400125
Gomeisa,49.578582052553294,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Gomeisa&format=jpg,"('B', '8', 'V')",255,383.6866859166621
Grumium,34.41120704190941,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Grumium&format=jpg,"('K', '2', 'III')",255,67.51190476190479
Gudja,117.09601873536302,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Gudja&format=jpg,"('M', '0.5', 'III')",255,302.1892248376626
Gumala,27.53948473624058,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Gumala&format=jpg,"('F', '8', 'V')",255,1.6800000000000024
Guniibuu,5.933309600094933,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Guniibuu&format=jpg,"('K', '2', 'V')",254,0.38326190476190514
Hadar,120.19230769230768,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Hadar&format=jpg,"('B', '1', 'III')",226,32015.433718691478
Haedus,71.32260641332877,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Haedus&format=jpg,"('B', '3', 'V')",255,1447.5604552522673
Hamal,20.177562550443906,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Hamal&format=jpg,"('K', '2', 'III')",255,67.51190476190479
Hatysa,714.2857142857143,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Hatysa&format=jpg,"('O', '9', 'III')",219,157929.34054510947
Heze,22.85886706883033,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Heze&format=jpg,"('A', '2', 'V')",255,23.600000000000037
Homam,62.65664160401002,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Homam&format=jpg,"('B', '8', 'V')",255,383.6866859166621
Hunahpu,113.16697787585584,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Hunahpu&format=jpg,"('K', '0', 'III')",254,50.00000000000002
Hunor,128.5165336520543,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Hunor&format=jpg,"('F', '8', 'V')",252,1.6800000000000024
Inquill,55.66193169167743,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Inquill&format=jpg,"('G', '1', 'V')",250,1.1613427585400125
Intan,47.71880263980417,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Intan&format=jpg,"('K', '3', 'III')",255,79.00000000000003
Intercrus,84.62886013388285,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Intercrus&format=jpg,"('K', '0', 'III')",255,50.00000000000002
Itonda,44.90587728121857,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Itonda&format=jpg,"('G', '1', 'V')",255,1.1613427585400125
Jabbah,145.34883720930233,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Jabbah&format=jpg,"('B', '2', 'V')",255,2797.2653996597364
Kaffaljidhma,24.4081034903588,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Kaffaljidhma&format=jpg,"('A', '2', 'V')",255,23.600000000000037
Kalausi,40.85067444463508,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Kalausi&format=jpg,"('K', '0', 'V')",255,0.5520000000000003
Kamuy,135.37845045825603,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Kamuy&format=jpg,"('K', '0', 'III')",255,50.00000000000002
Kang,86.2976578815651,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Kang&format=jpg,"('K', '2.5', 'III')",255,72.9757254464286
Kaus Borealis,23.969319271332694,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Kaus Borealis&format=jpg,"('K', '1', 'III')",255,58.00000000000003
Kaus Media,127.440485293368,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Kaus Media&format=jpg,"('K', '2.5', 'III')",254,72.9757254464286
Keid,5.009819245721614,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Keid&format=jpg,"('K', '0', 'V')",251,0.5520000000000003
Khambalia,54.2752624208938,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Khambalia&format=jpg,"('A', '1', 'V')",255,30.30000000000001
Kochab,40.14452027298274,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Kochab&format=jpg,"('K', '4', 'III')",255,93.00000000000003
Koeia,23.42309845430973,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Koeia&format=jpg,"('K', '5', 'V')",255,0.21600000000000064
Kornephoros,42.66211604095562,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Kornephoros&format=jpg,"('G', '7', 'III')",255,40.426122002654566
Kurhah,29.59455460195324,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Kurhah&format=jpg,"('A', '7', 'V')",255,8.149286787824618
Larawag,19.535065442469232,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Larawag&format=jpg,"('K', '1', 'III')",254,58.00000000000003
Libertas,57.08316446230513,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Libertas&format=jpg,"('G', '9.5', 'III')",255,51.3861836088669
Liesma,92.04458639765102,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Liesma&format=jpg,"('G', '0', 'V')",255,1.250000000000001
Lilii Borea,52.52376700456957,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Lilii Borea&format=jpg,"('K', '0.5', 'III')",255,53.83398437500003
Maasym,120.56472517270898,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Maasym&format=jpg,"('K', '3.5', 'III')",255,85.65299479166669
Mago,121.66634222308738,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Mago&format=jpg,"('K', '1', 'III')",255,58.00000000000003
Mahasim,50.76142131979696,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Mahasim&format=jpg,"('A', '0', 'V')",255,39.40000000000002
Maia,117.50881316098707,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Maia&format=jpg,"('B', '8', 'III')",255,793.1576471739827
Markab,40.883074407195416,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Markab&format=jpg,"('B', '9', 'III')",255,174.47810199244122
Marohu,199.70842569848023,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Marohu&format=jpg,"('G', '8', 'V')",255,0.656
Mebsuta,259.0673575129534,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Mebsuta&format=jpg,"('G', '8', 'I')",255,32400.000000000022
Megrez,24.685262898049867,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Megrez&format=jpg,"('A', '2', 'V')",255,23.600000000000037
Meissa,336.7003367003367,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Meissa&format=jpg,"('O', '8', 'III')",255,276999.99999999814
Mekbuda,325.42549383318686,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Mekbuda&format=jpg,"('G', '1', 'I')",255,30543.814179203146
Menkar,76.39419404125287,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Menkar&format=jpg,"('M', '1.5', 'III')",255,415.1655505952382
Menkent,18.034265103697024,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Menkent&format=jpg,"('K', '0', 'III')",238,50.00000000000002
Menkib,381.6793893129771,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Menkib&format=jpg,"('O', '7.5', 'III')",255,323534.4191586394
Meridiana,36.91617075943947,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Meridiana&format=jpg,"('A', '2', 'V')",255,23.600000000000037
Miaplacidus,34.698126301179734,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Miaplacidus&format=jpg,"('A', '1', 'III')",242,129.0000000000001
Minchir,114.28571428571428,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Minchir&format=jpg,"('K', '1', 'III')",255,58.00000000000003
Minelauva,60.82725060827251,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Minelauva&format=jpg,"('M', '3', 'III')",255,642.9134199134204
Mira,91.65902841429882,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Mira&format=jpg,"('M', '5', 'III')",255,1099.9740259740272
Mirach,60.53268765133172,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Mirach&format=jpg,"('M', '0', 'III')",255,256.00432900432907
