Star Name,Distance (pc),Image URL,Spectral Class,Center Pixel,L/L_o,Average Color
Bharani,50.78720162519045,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Bharani&format=jpg,"('B', '8', 'V')",255,383.6866859166621,"[0.20880314586128992, 0.34182478073527994, 0.45858345648395077]"
Bibha,103.32393085562546,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Bibha&format=jpg,"('G', '1', 'V')",247,1.1613427585400125,"[0.10348050927029168, 0.12009269273306081, 0.1498326805532642]"
Biham,27.19771104063882,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Biham&format=jpg,"('A', '1', 'V')",255,30.30000000000001,"[0.3028832781730834, 0.33918841988415777, 0.3770332570102574]"
Bosona,147.8480713219096,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Bosona&format=jpg,"('K', '0', 'III')",251,50.00000000000002,"[0.13743679163034003, 0.11282527309092774, 0.090569772808862]"
Botein,50.57375929924999,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Botein&format=jpg,"('G', '9.5', 'III')",255,51.3861836088669,"[0.34115887396480427, 0.3421663426161718, 0.34324989807589595]"
Brachium,79.75308445054112,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Brachium&format=jpg,"('M', '2.5', 'III')",255,558.8426339285717,"[0.4381593241899989, 0.35468458767911154, 0.25926924531406514]"
Bubup,38.04393313398312,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Bubup&format=jpg,"('F', '9.5', 'V')",249,0.8465345718668811,"[0.18955928731015237, 0.23056409180976656, 0.2775319067706611]"
Bunda,54.84741449288081,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Bunda&format=jpg,"('K', '0', 'III')",255,50.00000000000002,"[0.21593512526702868, 0.2690257163136075, 0.32001443820292963]"
Capella,13.123359580052492,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Capella&format=jpg,"('G', '3', 'III')",255,32.22458187053508,"[0.5443867105896077, 0.5351092022260616, 0.523653747515999]"
Caph,16.784155756965426,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Caph&format=jpg,"('F', '2', 'III')",255,24.000000000000004,"[0.27425652108369614, 0.3457260103407523, 0.42164941098218733]"
Castor,15.595757953836554,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Castor&format=jpg,"('A', '1', 'V')",255,30.30000000000001,"[0.27819579157149604, 0.3982811593452693, 0.5203455906617405]"
Castula,60.07268795242244,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Castula&format=jpg,"('G', '8.5', 'III')",255,46.15650048748618,"[0.38002567233336465, 0.32046659557971774, 0.2568334631683048]"
Cebalrai,25.49173557932518,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Cebalrai&format=jpg,"('K', '2', 'III')",255,67.51190476190479,"[0.41177247171428094, 0.3547970338051959, 0.29545584109695905]"
Ceibo,37.65896791832523,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Ceibo&format=jpg,"('K', '3', 'V')",255,0.3180000000000005,"[0.08478221435360872, 0.15262627068836662, 0.22202260452719388]"
Chalawan,13.88753871151416,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Chalawan&format=jpg,"('G', '1', 'V')",255,1.1613427585400125,"[0.2218422790890623, 0.27688792033657195, 0.3396782412229397]"
Chamukuy,45.845272206303726,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Chamukuy&format=jpg,"('A', '7', 'III')",255,35.25589872352654,"[0.25781170422714544, 0.3167394798828622, 0.3760423298107122]"
Chaophraya,182.2655609222637,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Chaophraya&format=jpg,"('G', '9', 'V')",255,0.6792207941502474,"[0.13375609891207638, 0.21522821874530604, 0.32739857775902864]"
Chara,8.47266633114908,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Chara&format=jpg,"('G', '0', 'V')",255,1.250000000000001,"[0.31910581860379406, 0.3458570524984187, 0.3820897269245519]"
Chason,310.71339796172015,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Chason&format=jpg,"('G', '1', 'V')",255,1.1613427585400125,"[0.2515880431253272, 0.20301174880225833, 0.15536548515993082]"
Citala,29.91772625280479,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Citala&format=jpg,"('G', '0', 'V')",246,1.250000000000001,"[0.2510566259907267, 0.19470801188961484, 0.12906924931147962]"
Cocibolca,34.10792429405124,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Cocibolca&format=jpg,"('G', '7', 'V')",255,0.6773170163667406,"[0.08791700954380788, 0.09425858138720997, 0.1053384788551214]"
Cor Caroli,30.55982544227708,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Cor Caroli&format=jpg,"('A', '0', 'V')",255,39.40000000000002,"[0.25353718655970064, 0.3565149934462189, 0.45738230159819065]"
Cujam,76.31607063815498,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Cujam&format=jpg,"('A', '2', 'V')",255,23.60000000000004,"[0.18956239705700956, 0.299264252389003, 0.39873021862007413]"
Dalim,13.998994872168176,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Dalim&format=jpg,"('F', '6', 'V')",255,2.2729090902573703,"[0.22376214979988565, 0.3116131907308378, 0.4000975347257256]"
Deneb,432.9004329004329,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Deneb&format=jpg,"('A', '2', 'I')",255,33700.00000000004,"[0.3427416604790584, 0.41088977807111626, 0.4810709374914061]"
Deneb Algedi,11.866619200189866,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Deneb Algedi&format=jpg,"('A', '5', 'III')",255,52.000000000000114,"[0.33814071352938935, 0.37111206624446785, 0.4085637406007042]"
Denebola,10.99989000109999,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Denebola&format=jpg,"('A', '3', 'V')",255,18.72772093507272,"[0.24406870867651118, 0.36252619523368584, 0.4833002339295287]"
Diadem,17.825311942959,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Diadem&format=jpg,"('F', '5', 'V')",255,2.5600000000000005,"[0.35627078135008267, 0.3812843089454212, 0.41706943528264545]"
Dingolay,139.3009876440024,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Dingolay&format=jpg,"('G', '6', 'V')",246,0.7296396063377997,"[0.1278761579147307, 0.13967018523979163, 0.17396528181791615]"
Diphda,29.53337271116361,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Diphda&format=jpg,"('G', '9.5', 'III')",242,51.3861836088669,"[0.4586420820448021, 0.35363681707844247, 0.24330939159157164]"
Dofida,37.67485843671943,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Dofida&format=jpg,"('G', '0', 'V')",254,1.250000000000001,"[0.12661478724604058, 0.1255481979151562, 0.12298107958603875]"
Dombay,134.84539974918758,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Dombay&format=jpg,"('K', '1', 'V')",255,0.4610000000000005,"[0.27086907193101883, 0.1932027923490703, 0.10848089269744658]"
Dubhe,37.67897513187641,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Dubhe&format=jpg,"('G', '9', 'III')",255,48.60557540706745,"[0.4162924735111436, 0.3661428774408314, 0.31845400479032193]"
Ebla,28.821932337631644,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Ebla&format=jpg,"('K', '3', 'V')",255,0.3180000000000005,"[0.13670889642853434, 0.2130589031286512, 0.34913966488720205]"
Edasich,31.02699348433137,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Edasich&format=jpg,"('K', '2', 'III')",255,67.51190476190479,"[0.46315608304234573, 0.3390264442512532, 0.20858793750210136]"
Electra,124.06947890818856,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Electra&format=jpg,"('B', '6', 'III')",251,1040.6125678362878,"[0.16518767596748743, 0.40127086611864804, 0.6380373781380978]"
Elkurud,239.6300112626105,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Elkurud&format=jpg,"('B', '7', 'III')",255,277.0391738897306,"[0.22392354938722342, 0.2704683825417848, 0.3184645418821582]"
Elnath,41.05090311986864,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Elnath&format=jpg,"('B', '7', 'III')",255,277.0391738897306,"[0.24764750574291408, 0.39003780937994403, 0.5345502054339438]"
Eltanin,47.30368968779565,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Eltanin&format=jpg,"('K', '5', 'III')",255,110.00000000000004,"[0.4684018378807646, 0.3505501919186189, 0.23311066991888366]"
Enif,211.41649048625789,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Enif&format=jpg,"('K', '2', 'I')",255,34963.095238095244,"[0.4555933331253834, 0.36583162539166453, 0.27580520963493166]"
Epsilon Eridani,3.219810333852474,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Epsilon Eridani&format=jpg,"('K', '2', 'V')",255,0.3832619047619051,"[0.39226020600212164, 0.3581083393217671, 0.3126684460869863]"
Epsilon Tauri,44.71192109240165,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Epsilon Tauri&format=jpg,"('G', '9.5', 'III')",255,51.3861836088669,"[0.38484573301216535, 0.32191363760143143, 0.2539043298072642]"
Errai,13.789927009916337,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Errai&format=jpg,"('K', '1', 'III')",255,58.00000000000003,"[0.35407410857561733, 0.31927947469921736, 0.2803119777405901]"
Fafnir,90.44862518089724,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Fafnir&format=jpg,"('K', '1.5', 'III')",255,62.54101562500003,"[0.31858663822176864, 0.286398070282996, 0.24163893643486672]"
Fang,179.53321364452424,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Fang&format=jpg,"('B', '1', 'V')",255,10131.339904729502,"[0.22031091040884065, 0.32247347502951124, 0.4202327293282403]"
Felis,176.0904400500097,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Felis&format=jpg,"('K', '5', 'III')",254,110.00000000000004,"[0.37773423766303366, 0.2727741917866201, 0.14693013745856956]"
Felixvarela,34.51572709104904,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Felixvarela&format=jpg,"('K', '4', 'V')",253,0.2630000000000007,"[0.181078583259578, 0.17040525003951637, 0.15559564686626165]"
Flegetonte,29.35702249335064,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Flegetonte&format=jpg,"('K', '0', 'V')",250,0.5520000000000003,"[0.19073589648972933, 0.19467372495100987, 0.21373547356555408]"
Fomalhaut,7.7035667514059005,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Fomalhaut&format=jpg,"('A', '4', 'V')",233,15.118020162782967,"[0.33710302939614173, 0.40985967697410686, 0.48675220033189515]"
Formosa,138.22655332089295,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Formosa&format=jpg,"('G', '9', 'III')",255,48.60557540706745,"[0.23983468456513737, 0.21246260926143123, 0.16250607126855982]"
Franz,224.85553032176824,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Franz&format=jpg,"('F', '5', 'V')",240,2.5600000000000005,"[0.07368939061967461, 0.11312858358431464, 0.16024792085451892]"
Fumalsamakah,125.15644555694615,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Fumalsamakah&format=jpg,"('B', '6', 'V')",255,97.52120305816788,"[0.1541886304809185, 0.29789937238845876, 0.4223614612588745]"
Funi,67.94678407870956,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Funi&format=jpg,"('G', '0', 'V')",255,1.250000000000001,"[0.21443046343932726, 0.20703237670199798, 0.19291927519163618]"
Furud,111.11111111111111,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Furud&format=jpg,"('B', '2.5', 'V')",255,1755.5633232950568,"[0.3323541169292308, 0.3783812483523991, 0.427042561012286]"
Fuyue,40.430177084175625,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Fuyue&format=jpg,"('K', '2', 'III')",255,67.51190476190479,"[0.3339531335604137, 0.24822343738774633, 0.16615499557520585]"
Gacrux,27.15177844148792,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Gacrux&format=jpg,"('M', '3.5', 'III')",236,736.3113839285721,"[0.45679890283533586, 0.3464107808353955, 0.23705383461037735]"
Giausar,115.66309653242038,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Giausar&format=jpg,"('M', '0', 'III')",255,256.00432900432907,"[0.3542168232800041, 0.33115578442375826, 0.30453445126647744]"
Gienah,47.10315591144607,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Gienah&format=jpg,"('B', '8', 'III')",255,793.1576471739827,"[0.29352114385406003, 0.3648377138089278, 0.43827086888914174]"
Ginan,70.42303114810667,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Ginan&format=jpg,"('K', '3', 'III')",255,79.00000000000003,"[0.20485375208072687, 0.16995813595389073, 0.13559219179400536]"
Gloas,230.8935580697298,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Gloas&format=jpg,"('G', '1', 'V')",252,1.1613427585400125,"[0.4177900416340729, 0.3273796322562344, 0.23208908679161663]"
Gomeisa,49.578582052553294,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Gomeisa&format=jpg,"('B', '8', 'V')",255,383.6866859166621,"[0.21856235558196344, 0.33484056248762134, 0.44987535485574703]"
Grumium,34.41120704190941,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Grumium&format=jpg,"('K', '2', 'III')",255,67.51190476190479,"[0.3081419735651076, 0.2270472437150595, 0.13197044404362374]"
Gudja,117.09601873536302,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Gudja&format=jpg,"('M', '0.5', 'III')",255,302.1892248376626,"[0.3926663647719492, 0.32029541929457267, 0.22569102169485444]"
Gumala,27.53948473624058,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Gumala&format=jpg,"('F', '8', 'V')",255,1.6800000000000024,"[0.17860463150777553, 0.17127493238674782, 0.1627176301555105]"
Guniibuu,5.933309600094933,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Guniibuu&format=jpg,"('K', '2', 'V')",254,0.3832619047619051,"[0.2537426338780244, 0.18924734180016006, 0.12811708611858744]"
Hadar,120.19230769230768,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Hadar&format=jpg,"('B', '1', 'III')",226,32015.43371869148,"[0.28034771951534315, 0.3988128862730063, 0.5207212017798704]"
Haedus,71.32260641332877,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Haedus&format=jpg,"('B', '3', 'V')",255,1447.5604552522673,"[0.20541718422275226, 0.3086665616975451, 0.40466315603271147]"
Hamal,20.177562550443906,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Hamal&format=jpg,"('K', '2', 'III')",255,67.51190476190479,"[0.43493219851345455, 0.42286301946684807, 0.4109391225151999]"
Hatysa,714.2857142857143,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Hatysa&format=jpg,"('O', '9', 'III')",219,157929.34054510947,"[0.600514839377813, 0.5346073705670707, 0.4704273367547115]"
Heze,22.85886706883033,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Heze&format=jpg,"('A', '2', 'V')",255,23.60000000000004,"[0.2197405032992306, 0.3325707348129285, 0.43743010418363165]"
Homam,62.65664160401002,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Homam&format=jpg,"('B', '8', 'V')",255,383.6866859166621,"[0.2795993659679272, 0.35680330459121484, 0.4354596481723925]"
Hunahpu,113.16697787585584,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Hunahpu&format=jpg,"('K', '0', 'III')",254,50.00000000000002,"[0.13696312983172412, 0.14611872616893573, 0.15784253584003052]"
Hunor,128.5165336520543,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Hunor&format=jpg,"('F', '8', 'V')",252,1.6800000000000024,"[0.16667556776277306, 0.15748751727236507, 0.14331485296236957]"
Inquill,55.66193169167743,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Inquill&format=jpg,"('G', '1', 'V')",250,1.1613427585400125,"[0.12614396204775558, 0.10878530614760462, 0.09476667215817439]"
Intan,47.71880263980417,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Intan&format=jpg,"('K', '3', 'III')",255,79.00000000000003,"[0.15943184502716748, 0.13993975903614458, 0.11352862430112606]"
Intercrus,84.62886013388285,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Intercrus&format=jpg,"('K', '0', 'III')",255,50.00000000000002,"[0.3288206246719428, 0.30930518963194736, 0.28115129617644513]"
Itonda,44.90587728121857,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Itonda&format=jpg,"('G', '1', 'V')",255,1.1613427585400125,"[0.2356199939679289, 0.22709057317317644, 0.21916623773945423]"
Jabbah,145.34883720930233,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Jabbah&format=jpg,"('B', '2', 'V')",255,2797.2653996597364,"[0.1448609927026447, 0.27147200913689135, 0.4006324434506618]"
Kaffaljidhma,24.4081034903588,https://alasky.u-strasbg.fr/hips-image-services/hips2fits?hips=CDS%2FP%2FDSS2%2Fcolor&width=500&height=500&fov=1&projection=SIN&coordsys=icrs&rotation_angle=0.0&object=Kaffaljidhma&format=jpg,"('A', '2', 'V')",255,23.60000000000004,"[0.3300067342709007, 0.3706604815984413, 0.4124279988754421]"
